gene	length	score	occurrences	# sites
TcCLB.510283.90	172	61	1	3
TcCLB.510285.100	2330	48	17	30
TcCLB.510285.110	197	56	1	4
TcCLB.510285.120	221	56	1	3
TcCLB.510285.20	316	48	1	5
TcCLB.510285.30	163	48	1	1
TcCLB.510285.40	356	56	1	4
TcCLB.510285.60	566	56	1	8
TcCLB.510285.70	1164	44	1	2
TcCLB.510285.74	212	65	4	3
TcCLB.510285.80	545	42	1	2
TcCLB.510287.10	139	52	2	2
TcCLB.510287.20	139	61	1	2
TcCLB.510287.30	193	60	5	2
TcCLB.510287.40	99	61	1	1
TcCLB.510287.50	138	29	1	4
TcCLB.510289.10	882	54	4	2
TcCLB.510289.20	364	41	3	8
TcCLB.510289.30	214	30	2	7
TcCLB.510289.40	1246	33	2	1
TcCLB.510289.44	299	32	5	1
TcCLB.510289.50	15	57	1	1
TcCLB.510289.54	73	28	1	1
TcCLB.510289.6	132	39	4	3
TcCLB.510289.60	96	57	2	2
TcCLB.510289.70	231	47	2	3
TcCLB.510289.80	55	66	1	2
TcCLB.510289.90	82	59	1	3
TcCLB.510289.99	106	31	1	2
TcCLB.510291.14	694	52	1	2
TcCLB.510291.20	53	43	1	1
TcCLB.510291.30	260	57	1	2
TcCLB.510293.20	1402	56	1	8
TcCLB.510293.30	198	41	1	1
TcCLB.510293.40	59	94	67	17
TcCLB.510293.50	315	46	1	5
TcCLB.510293.54	211	76	11	3
TcCLB.510293.60	341	61	1	5
TcCLB.510293.70	196	51	1	1
TcCLB.510295.10	233	41	4	16
TcCLB.510295.15	171	64	3	3
TcCLB.510295.20	3	74	5	1
TcCLB.510295.30	179	66	2	4
TcCLB.510295.40	180	61	1	8
TcCLB.510295.50	190	62	2	6
TcCLB.510297.100	372	61	2	6
TcCLB.510297.110	778	56	9	6
TcCLB.510297.20	8	43	21	6
TcCLB.510297.30	208	46	2	4
TcCLB.510297.40	845	61	1	1
TcCLB.510297.50	553	56	1	4
TcCLB.510297.60	79	37	2	2
TcCLB.510297.70	186	56	1	9
TcCLB.510297.80	129	56	1	1
TcCLB.510297.90	270	54	4	8
TcCLB.510307.10	79	35	2	1
TcCLB.510307.180	1329	56	1	1
TcCLB.510307.200	672	51	1	1
TcCLB.510307.210	2794	56	3	5
TcCLB.510307.220	97	59	1	1
TcCLB.510307.230	1996	37	2	5
TcCLB.510307.240	1035	37	2	1
TcCLB.510307.245	761	51	1	1
TcCLB.510307.250	490	47	2	2
TcCLB.510307.320	236	42	2	1
TcCLB.510307.330	1164	31	1	1
TcCLB.510307.352	806	51	1	1
TcCLB.510307.60	357	50	2	2
TcCLB.510307.77	1790	46	1	1
TcCLB.510309.10	1262	63	6	9
TcCLB.510309.20	833	67	3	8
TcCLB.510309.30	415	61	1	2
TcCLB.510309.40	104	72	18	3
TcCLB.510309.50	102	72	16	7
TcCLB.510309.60	29	45	1	2
TcCLB.510311.10	575	37	1	1
TcCLB.510311.100	2466	55	11	9
TcCLB.510311.110	184	51	1	3
TcCLB.510311.120	29	62	1	3
TcCLB.510311.130	183	49	1	4
TcCLB.510311.140	593	66	2	6
TcCLB.510311.150	157	61	1	4
TcCLB.510311.160	66	51	1	1
TcCLB.510311.170	307	56	1	11
TcCLB.510311.180	429	61	1	7
TcCLB.510311.20	374	61	1	2
TcCLB.510311.30	375	16	2	1
TcCLB.510311.40	441	57	2	11
TcCLB.510311.50	602	46	1	3
TcCLB.510311.60	26	60	12	5
TcCLB.510311.70	3	40	1	3
TcCLB.510311.80	244	61	4	4
TcCLB.510311.90	270	50	3	2
TcCLB.510313.20	358	61	1	4
TcCLB.510315.10	323	61	1	8
TcCLB.510315.14	116	67	2	4
TcCLB.510315.20	210	31	1	2
TcCLB.510315.40	56	38	15	2
TcCLB.510317.14	243	59	3	9
TcCLB.510317.20	92	58	2	2
TcCLB.510317.30	383	42	1	1
TcCLB.510317.40	264	46	2	1
TcCLB.510321.20	848	63	6	9
TcCLB.510323.10	339	62	2	2
TcCLB.510323.120	1240	59	4	4
TcCLB.510323.20	185	39	2	4
TcCLB.510323.30	47	79	14	18
TcCLB.510323.40	438	72	15	16
TcCLB.510323.50	326	36	1	1
TcCLB.510323.60	464	63	2	2
TcCLB.510323.70	161	61	1	4
TcCLB.510323.80	184	39	1	1
TcCLB.510325.10	489	61	2	1
TcCLB.510325.20	1511	41	1	6
TcCLB.510325.40	181	56	1	2
TcCLB.510325.45	64	67	2	4
TcCLB.510325.50	329	3	1	2
TcCLB.510325.60	151	56	1	1
TcCLB.510341.10	89	61	1	1
TcCLB.510343.10	148	32	1	1
TcCLB.510345.20	674	36	1	1
TcCLB.510345.30	25	61	1	3
TcCLB.510345.40	1017	42	1	8
TcCLB.510345.50	106	68	3	5
TcCLB.510347.20	138	20	3	3
TcCLB.510347.29	58	72	25	16
TcCLB.510347.40	205	57	3	3
TcCLB.510347.50	502	66	2	18
TcCLB.510347.60	87	66	1	2
TcCLB.510349.20	171	45	15	3
TcCLB.510349.30	105	41	1	2
TcCLB.510349.40	725	48	1	5
TcCLB.510349.50	269	61	2	3
TcCLB.510349.60	40	66	1	2
TcCLB.510349.64	130	61	1	6
TcCLB.510349.70	145	63	2	2
TcCLB.510349.80	578	37	1	3
TcCLB.510351.100	356	63	2	4
TcCLB.510351.110	116	67	2	4
TcCLB.510351.130	116	61	1	4
TcCLB.510351.140	12	68	5	1
TcCLB.510351.150	749	51	1	8
TcCLB.510351.40	98	61	1	7
TcCLB.510351.50	379	56	1	2
TcCLB.510351.60	78	41	1	1
TcCLB.510351.70	959	56	1	5
TcCLB.510351.80	170	56	1	1
TcCLB.510351.90	295	56	1	5
TcCLB.510353.20	796	40	1	1
TcCLB.510353.30	547	56	6	17
TcCLB.510367.10	658	55	2	4
TcCLB.510371.100	97	52	1	1
TcCLB.510371.35	248	3	2	1
TcCLB.510371.40	653	56	1	1
TcCLB.510371.61	2511	56	1	1
TcCLB.510371.70	361	51	1	1
TcCLB.510373.10	835	56	1	1
TcCLB.510373.100	90	61	1	2
TcCLB.510373.20	624	67	2	2
TcCLB.510375.40	1556	61	1	1
TcCLB.510377.134	1178	33	2	1
TcCLB.510377.200	351	41	2	2
TcCLB.510377.270	234	51	1	1
TcCLB.510377.300	649	16	1	1
TcCLB.510377.330	46	38	1	3
TcCLB.510377.370	409	61	1	1
TcCLB.510377.430	373	61	1	1
TcCLB.510377.61	1684	16	1	1
TcCLB.510377.70	2904	41	1	1
TcCLB.510379.10	1064	7	1	1
TcCLB.510381.10	283	27	1	2
TcCLB.510381.20	293	22	1	1
TcCLB.510381.30	101	13	1	1
TcCLB.510381.40	156	56	1	5
TcCLB.510381.50	76	49	2	2
TcCLB.510381.70	43	36	1	1
TcCLB.510403.20	369	44	1	5
TcCLB.510403.71	352	46	1	1
TcCLB.510403.89	89	61	1	4
TcCLB.510407.100	167	61	1	4
TcCLB.510407.20	496	60	3	16
TcCLB.510407.30	429	76	17	8
TcCLB.510407.40	166	68	4	2
TcCLB.510407.60	253	57	2	7
TcCLB.510407.80	503	54	1	12
TcCLB.510407.90	970	67	2	4
TcCLB.510409.10	1254	23	1	2
TcCLB.510409.20	259	31	1	1
TcCLB.510409.30	51	66	1	5
TcCLB.510409.39	226	79	11	19
TcCLB.510409.50	1594	62	2	13
TcCLB.510409.60	59	66	2	6
TcCLB.510427.5	128	51	1	4
TcCLB.510429.20	810	70	5	7
TcCLB.510429.24	60	74	9	2
TcCLB.510429.30	183	23	1	1
TcCLB.510429.40	264	44	1	2
TcCLB.510429.50	68	72	2	1
TcCLB.510431.10	640	56	1	2
TcCLB.510431.100	152	47	1	4
TcCLB.510431.110	265	66	3	5
TcCLB.510431.120	12	52	1	2
TcCLB.510431.130	323	41	8	2
TcCLB.510431.150	180	51	1	2
TcCLB.510431.160	569	51	8	4
TcCLB.510431.180	303	51	2	3
TcCLB.510431.190	133	61	2	2
TcCLB.510431.20	325	56	1	4
TcCLB.510431.200	104	57	5	2
TcCLB.510431.210	333	58	2	1
TcCLB.510431.220	300	63	2	8
TcCLB.510431.230	67	68	17	9
TcCLB.510431.240	68	51	1	2
TcCLB.510431.245	67	73	6	6
TcCLB.510431.250	428	64	5	8
TcCLB.510431.260	309	61	1	2
TcCLB.510431.270	61	32	1	1
TcCLB.510431.274	255	79	23	10
TcCLB.510431.280	293	37	1	1
TcCLB.510431.290	95	51	1	1
TcCLB.510431.30	585	61	1	1
TcCLB.510431.310	85	61	1	1
TcCLB.510431.320	121	61	1	3
TcCLB.510431.330	56	61	1	3
TcCLB.510431.40	156	61	4	7
TcCLB.510431.70	72	45	4	8
TcCLB.510431.80	260	53	3	2
TcCLB.510431.90	58	53	2	5
TcCLB.510441.30	1426	67	2	4
TcCLB.510441.41	937	66	2	4
TcCLB.510451.10	1963	51	1	3
TcCLB.510491.20	68	41	1	1
TcCLB.510491.30	159	61	1	3
TcCLB.510491.40	46	66	1	2
TcCLB.510491.60	668	62	3	2
TcCLB.510491.70	44	55	2	2
TcCLB.510491.80	63	47	1	3
TcCLB.510493.10	417	56	1	5
TcCLB.510493.20	1091	54	1	2
TcCLB.510507.20	135	79	10	5
TcCLB.510507.29	787	62	45	20
TcCLB.510507.40	1885	60	3	7
TcCLB.510507.60	432	61	2	2
TcCLB.510509.20	195	31	1	1
TcCLB.510509.30	427	41	1	3
TcCLB.510509.50	1323	43	6	25
TcCLB.510513.10	858	37	1	2
TcCLB.510513.20	56	54	7	6
TcCLB.510513.30	658	42	1	1
TcCLB.510513.60	99	61	1	4
TcCLB.510513.70	585	28	1	1
TcCLB.510515.100	460	49	1	2
TcCLB.510515.130	205	62	3	9
TcCLB.510515.20	213	42	3	27
TcCLB.510515.30	315	17	6	3
TcCLB.510515.40	572	45	1	1
TcCLB.510515.50	20	76	2	16
TcCLB.510515.60	366	47	7	7
TcCLB.510515.70	44	66	1	5
TcCLB.510515.80	86	66	2	1
TcCLB.510515.90	135	57	1	1
TcCLB.510517.10	711	65	4	10
TcCLB.510517.100	81	66	1	1
TcCLB.510517.110	1025	67	2	7
TcCLB.510517.20	713	43	1	5
TcCLB.510517.30	74	69	2	2
TcCLB.510517.40	895	51	2	9
TcCLB.510517.50	161	57	2	3
TcCLB.510517.60	123	41	1	3
TcCLB.510517.70	255	61	1	8
TcCLB.510517.80	152	49	1	1
TcCLB.510517.90	392	56	1	3
TcCLB.510521.10	70	51	1	20
TcCLB.510525.10	514	62	3	1
TcCLB.510525.110	102	71	2	2
TcCLB.510525.120	132	52	1	2
TcCLB.510525.130	192	47	2	1
TcCLB.510525.20	176	61	2	1
TcCLB.510525.30	237	47	1	1
TcCLB.510525.40	250	69	6	10
TcCLB.510525.50	826	68	3	9
TcCLB.510525.70	51	56	1	5
TcCLB.510525.80	143	72	13	10
TcCLB.510529.10	38	50	2	8
TcCLB.510529.20	1746	57	2	8
TcCLB.510529.30	410	61	1	4
TcCLB.510531.10	410	45	1	7
TcCLB.510531.20	55	44	1	6
TcCLB.510531.40	4	71	2	2
TcCLB.510531.50	821	48	1	9
TcCLB.510531.54	229	68	3	7
TcCLB.510531.60	400	63	3	5
TcCLB.510531.70	86	66	1	2
TcCLB.510531.90	810	56	2	2
TcCLB.510533.100	60	72	3	2
TcCLB.510533.110	115	52	2	2
TcCLB.510533.120	323	52	1	3
TcCLB.510533.130	1413	56	1	7
TcCLB.510533.150	189	37	2	5
TcCLB.510533.170	797	52	1	3
TcCLB.510533.180	801	39	2	7
TcCLB.510533.190	278	35	2	1
TcCLB.510533.20	1107	51	1	2
TcCLB.510533.210	1167	48	2	1
TcCLB.510533.220	630	57	1	7
TcCLB.510533.230	383	26	1	1
TcCLB.510533.40	101	59	63	5
TcCLB.510533.50	13	5	1	1
TcCLB.510533.60	52	56	1	1
TcCLB.510533.70	488	42	1	1
TcCLB.510533.80	245	62	3	2
TcCLB.510535.10	298	39	1	1
TcCLB.510535.100	981	78	24	41
TcCLB.510535.20	112	49	1	1
TcCLB.510535.30	5	44	1	3
TcCLB.510535.50	364	19	26	3
TcCLB.510535.60	767	63	46	30
TcCLB.510535.64	459	66	5	18
TcCLB.510535.80	107	49	1	2
TcCLB.510535.90	305	63	61	32
TcCLB.510553.25	89	66	1	1
TcCLB.510553.30	852	36	1	2
TcCLB.510553.40	974	36	1	2
TcCLB.510553.50	371	47	1	1
TcCLB.510555.21	1183	56	1	1
TcCLB.510555.30	402	61	2	1
TcCLB.510557.10	1070	61	1	1
TcCLB.510557.70	399	52	1	1
TcCLB.510561.20	334	61	1	1
TcCLB.510561.35	1093	56	1	1
TcCLB.510565.100	109	66	1	1
TcCLB.510565.110	27	51	1	1
TcCLB.510565.120	536	25	3	4
TcCLB.510565.125	373	62	2	5
TcCLB.510565.130	233	34	2	3
TcCLB.510565.141	359	59	3	11
TcCLB.510565.150	568	49	5	2
TcCLB.510565.160	1597	57	1	4
TcCLB.510565.170	280	33	3	2
TcCLB.510565.20	447	60	5	7
TcCLB.510565.30	140	67	5	3
TcCLB.510565.50	377	1	1	2
TcCLB.510565.70	97	39	2	1
TcCLB.510591.10	98	46	1	2
TcCLB.510593.10	93	46	1	2
TcCLB.510593.20	172	41	1	2
TcCLB.510593.40	502	55	2	6
TcCLB.510593.49	577	65	6	3
TcCLB.510595.10	87	65	6	3
TcCLB.510595.20	309	63	2	6
TcCLB.510595.30	418	60	3	3
TcCLB.510595.40	751	56	1	3
TcCLB.510595.49	37	72	33	13
TcCLB.510595.58	131	61	1	5
TcCLB.510597.20	75	51	1	2
TcCLB.510597.30	146	61	1	3
TcCLB.510597.40	133	56	1	3
TcCLB.510599.30	139	58	1	4
TcCLB.510599.40	143	53	1	3
TcCLB.510601.20	413	54	3	1
TcCLB.510601.30	41	66	1	1
TcCLB.510603.100	117	46	1	1
TcCLB.510603.110	111	66	1	1
TcCLB.510603.140	321	62	2	12
TcCLB.510603.150	26	56	1	2
TcCLB.510603.160	951	67	2	8
TcCLB.510603.30	329	46	1	7
TcCLB.510603.40	2031	56	1	2
TcCLB.510603.60	295	63	68	11
TcCLB.510603.80	239	49	14	27
TcCLB.510603.90	59	47	1	1
TcCLB.510605.10	20	31	1	2
TcCLB.510607.51	736	63	2	3
TcCLB.510607.70	1701	46	1	1
TcCLB.510609.100	85	46	1	3
TcCLB.510609.110	471	61	1	2
TcCLB.510609.120	246	56	2	9
TcCLB.510609.130	47	52	2	2
TcCLB.510609.20	63	69	3	7
TcCLB.510609.34	162	62	3	4
TcCLB.510609.40	499	28	1	2
TcCLB.510609.50	535	64	3	3
TcCLB.510609.60	207	31	1	1
TcCLB.510609.65	209	56	1	3
TcCLB.510609.70	1347	67	2	11
TcCLB.510609.80	459	45	6	6
TcCLB.510609.90	317	34	1	5
TcCLB.510611.10	39	46	2	7
TcCLB.510611.20	572	61	1	2
TcCLB.510611.30	598	56	1	3
TcCLB.510611.50	389	41	1	2
TcCLB.510611.60	86	49	1	6
TcCLB.510611.70	190	56	1	2
TcCLB.510613.10	625	67	2	6
TcCLB.510613.20	69	47	1	4
TcCLB.510613.30	298	41	9	3
TcCLB.510615.10	11	83	34	7
TcCLB.510615.4	75	55	12	5
TcCLB.510621.40	625	16	1	2
TcCLB.510621.55	301	51	1	1
TcCLB.510621.60	368	61	1	1
TcCLB.510621.70	285	55	1	1
TcCLB.510717.10	405	83	43	16
TcCLB.510717.20	366	41	1	2
TcCLB.510717.30	174	49	2	13
TcCLB.510719.10	187	54	2	10
TcCLB.510719.100	393	51	1	3
TcCLB.510719.110	169	51	1	7
TcCLB.510719.120	559	65	6	2
TcCLB.510719.130	153	36	1	2
TcCLB.510719.140	226	61	1	5
TcCLB.510719.150	161	54	1	9
TcCLB.510719.160	217	66	7	7
TcCLB.510719.170	157	32	1	1
TcCLB.510719.180	51	66	1	3
TcCLB.510719.20	55	56	1	2
TcCLB.510719.210	553	62	2	11
TcCLB.510719.220	58	46	3	6
TcCLB.510719.230	558	50	1	3
TcCLB.510719.240	325	64	3	9
TcCLB.510719.250	505	61	2	5
TcCLB.510719.260	103	65	35	20
TcCLB.510719.270	152	11	1	1
TcCLB.510719.280	277	61	1	7
TcCLB.510719.290	371	64	3	3
TcCLB.510719.30	129	58	3	5
TcCLB.510719.300	55	36	1	1
TcCLB.510719.310	68	34	1	2
TcCLB.510719.35	178	90	31	16
TcCLB.510719.40	602	58	5	6
TcCLB.510719.50	236	51	1	2
TcCLB.510719.60	658	46	1	13
TcCLB.510719.70	1103	50	1	7
TcCLB.510719.80	92	41	1	4
TcCLB.510719.90	174	59	12	12
TcCLB.510721.10	767	56	1	8
TcCLB.510721.21	499	62	3	1
TcCLB.510737.10	854	61	2	14
TcCLB.510737.100	459	49	1	6
TcCLB.510737.110	342	51	1	3
TcCLB.510737.30	660	57	3	1
TcCLB.510737.40	129	66	1	3
TcCLB.510737.50	276	51	1	3
TcCLB.510737.60	1644	62	2	10
TcCLB.510737.70	113	87	74	6
TcCLB.510737.90	57	57	2	2
TcCLB.510739.10	67	61	1	4
TcCLB.510741.10	620	69	6	10
TcCLB.510741.100	139	56	1	1
TcCLB.510741.110	404	41	1	2
TcCLB.510741.124	303	56	1	5
TcCLB.510741.140	296	31	1	7
TcCLB.510741.150	591	22	2	2
TcCLB.510741.170	169	61	1	2
TcCLB.510741.180	396	54	17	20
TcCLB.510741.190	1764	61	1	5
TcCLB.510741.20	30	63	54	13
TcCLB.510741.210	193	22	1	1
TcCLB.510741.220	114	46	1	1
TcCLB.510741.30	723	52	2	4
TcCLB.510741.40	87	57	8	17
TcCLB.510741.50	44	65	2	2
TcCLB.510741.60	556	62	2	19
TcCLB.510741.70	1485	47	1	1
TcCLB.510741.80	488	56	1	3
TcCLB.510741.90	57	58	1	2
TcCLB.510743.10	60	62	11	24
TcCLB.510743.100	563	20	4	4
TcCLB.510743.110	686	56	5	2
TcCLB.510743.120	238	62	4	9
TcCLB.510743.20	185	61	2	3
TcCLB.510743.30	483	53	2	4
TcCLB.510743.40	352	60	2	2
TcCLB.510743.50	292	61	1	1
TcCLB.510743.70	274	57	9	9
TcCLB.510743.80	100	57	3	1
TcCLB.510743.90	281	53	3	1
TcCLB.510745.10	472	43	1	3
TcCLB.510745.30	62	68	3	1
TcCLB.510745.40	149	36	1	1
TcCLB.510747.10	370	58	4	3
TcCLB.510747.100	189	33	1	1
TcCLB.510747.110	194	61	1	1
TcCLB.510747.114	167	61	2	2
TcCLB.510747.120	184	61	1	2
TcCLB.510747.130	60	55	1	2
TcCLB.510747.140	109	76	8	4
TcCLB.510747.150	273	61	1	7
TcCLB.510747.170	1593	28	1	1
TcCLB.510747.18	477	67	2	12
TcCLB.510747.26	32	61	1	1
TcCLB.510747.34	382	46	5	6
TcCLB.510747.40	2808	56	1	3
TcCLB.510747.5	62	68	4	1
TcCLB.510747.60	1252	12	1	1
TcCLB.510749.10	24	72	2	4
TcCLB.510749.20	157	61	1	4
TcCLB.510749.30	1586	72	7	6
TcCLB.510749.40	2079	51	6	9
TcCLB.510749.50	50	53	1	3
TcCLB.510749.60	110	57	3	2
TcCLB.510749.74	42	37	1	1
TcCLB.510749.90	150	56	1	4
TcCLB.510749.99	310	66	3	4
TcCLB.510751.10	340	61	1	1
TcCLB.510751.30	427	61	1	4
TcCLB.510751.40	20	64	11	16
TcCLB.510753.20	808	56	2	13
TcCLB.510753.30	588	45	2	2
TcCLB.510755.110	10	62	1	3
TcCLB.510755.120	2267	64	4	13
TcCLB.510755.129	144	85	26	59
TcCLB.510755.40	95	56	1	1
TcCLB.510755.50	46	73	10	3
TcCLB.510755.60	80	73	12	6
TcCLB.510755.65	340	63	2	4
TcCLB.510755.70	289	61	2	3
TcCLB.510755.80	289	65	4	5
TcCLB.510755.89	158	89	38	13
TcCLB.510755.98	694	51	1	3
TcCLB.510757.30	77	73	6	3
TcCLB.510759.10	609	60	2	6
TcCLB.510759.100	1719	56	4	10
TcCLB.510759.110	45	66	7	1
TcCLB.510759.114	382	62	5	7
TcCLB.510759.120	630	70	7	39
TcCLB.510759.130	180	61	2	1
TcCLB.510759.134	48	53	3	1
TcCLB.510759.140	455	42	19	5
TcCLB.510759.150	443	15	2	1
TcCLB.510759.160	42	42	1	2
TcCLB.510759.170	79	66	1	1
TcCLB.510759.180	402	46	1	5
TcCLB.510759.190	122	47	2	3
TcCLB.510759.200	573	14	1	1
TcCLB.510759.40	627	43	1	3
TcCLB.510759.54	1085	56	1	1
TcCLB.510759.60	230	47	20	3
TcCLB.510759.70	634	60	3	6
TcCLB.510759.80	141	48	1	2
TcCLB.510761.10	146	63	2	1
TcCLB.510761.14	105	75	12	12
TcCLB.510761.18	160	61	4	2
TcCLB.510761.22	71	52	2	1
TcCLB.510761.30	102	58	1	2
TcCLB.510761.44	191	54	1	2
TcCLB.510761.60	609	56	1	14
TcCLB.510761.70	164	67	2	2
TcCLB.510761.73	144	51	1	3
TcCLB.510761.80	2992	61	1	2
TcCLB.510763.30	822	47	1	1
TcCLB.510763.34	200	46	1	2
TcCLB.510763.40	57	48	1	4
TcCLB.510763.50	70	68	5	2
TcCLB.510763.60	81	63	1	2
TcCLB.510763.70	131	29	1	2
TcCLB.510763.80	8	52	1	1
TcCLB.510763.90	118	66	1	2
TcCLB.510765.10	172	36	1	9
TcCLB.510765.30	271	65	8	9
TcCLB.510765.50	107	59	1	4
TcCLB.510765.60	122	70	50	11
TcCLB.510767.10	73	88	26	14
TcCLB.510767.20	63	92	36	10
TcCLB.510767.40	220	56	1	2
TcCLB.510767.60	336	46	1	3
TcCLB.510769.10	883	73	9	29
TcCLB.510769.100	146	52	2	2
TcCLB.510769.110	166	61	1	5
TcCLB.510769.120	1013	61	1	8
TcCLB.510769.130	696	61	1	15
TcCLB.510769.140	175	1	1	1
TcCLB.510769.150	390	60	4	4
TcCLB.510769.170	2292	30	1	1
TcCLB.510769.190	676	67	2	1
TcCLB.510769.202	699	16	2	1
TcCLB.510769.30	60	67	2	3
TcCLB.510769.40	44	68	2	1
TcCLB.510769.49	116	64	3	6
TcCLB.510769.60	313	59	2	3
TcCLB.510769.70	328	61	1	2
TcCLB.510769.80	73	52	1	1
TcCLB.510769.90	112	73	13	7
TcCLB.510773.100	690	43	1	1
TcCLB.510773.110	1860	52	2	4
TcCLB.510773.120	1596	26	4	1
TcCLB.510773.20	1377	79	24	61
TcCLB.510773.30	888	14	1	5
TcCLB.510773.40	449	30	1	3
TcCLB.510773.50	1199	43	1	1
TcCLB.510773.60	510	55	2	3
TcCLB.510773.70	370	48	8	5
TcCLB.510777.10	226	56	1	5
TcCLB.510777.20	273	58	3	4
TcCLB.510811.10	780	71	6	3
TcCLB.510811.20	949	56	1	5
TcCLB.510833.10	978	46	1	1
TcCLB.510833.15	120	66	1	1
TcCLB.510833.20	369	61	1	3
TcCLB.510839.11	161	57	1	2
TcCLB.510839.20	564	22	2	4
TcCLB.510841.10	1035	18	1	1
TcCLB.510847.40	493	36	1	1
TcCLB.510847.70	1265	39	4	4
TcCLB.510853.120	90	54	1	4
TcCLB.510853.40	1687	64	5	1
TcCLB.510853.50	2950	36	1	2
TcCLB.510853.73	279	61	1	4
TcCLB.510853.96	528	56	2	3
TcCLB.510855.10	439	26	1	5
TcCLB.510855.20	257	67	2	9
TcCLB.510855.40	126	58	12	7
TcCLB.510857.10	55	61	1	4
TcCLB.510857.20	571	79	13	11
TcCLB.510857.30	18	61	1	2
TcCLB.510857.40	115	61	1	3
TcCLB.510857.50	146	41	1	1
TcCLB.510857.54	202	60	3	7
TcCLB.510857.60	679	67	2	12
TcCLB.510859.10	498	69	4	11
TcCLB.510859.17	545	64	4	7
TcCLB.510859.24	38	71	2	3
TcCLB.510859.30	214	55	2	5
TcCLB.510859.40	435	61	1	2
TcCLB.510859.50	31	70	11	13
TcCLB.510861.110	27	67	2	3
TcCLB.510861.125	880	46	1	11
TcCLB.510861.140	1154	69	63	25
TcCLB.510861.150	1466	56	1	32
TcCLB.510861.30	566	51	1	10
TcCLB.510861.50	1077	50	3	7
TcCLB.510861.60	76	63	2	2
TcCLB.510861.70	95	1	1	1
TcCLB.510861.80	93	63	3	3
TcCLB.510861.94	357	31	1	1
TcCLB.510863.20	587	63	3	5
TcCLB.510863.30	47	63	5	10
TcCLB.510877.10	289	59	2	1
TcCLB.510877.100	254	57	2	4
TcCLB.510877.110	144	46	1	3
TcCLB.510877.120	179	59	2	3
TcCLB.510877.140	263	39	2	1
TcCLB.510877.150	115	56	2	9
TcCLB.510877.160	554	52	1	12
TcCLB.510877.170	585	52	3	6
TcCLB.510877.180	249	69	4	1
TcCLB.510877.190	128	34	2	1
TcCLB.510877.20	492	48	1	4
TcCLB.510877.30	395	64	222	81
TcCLB.510877.40	533	67	4	20
TcCLB.510877.50	130	65	3	3
TcCLB.510877.55	747	61	1	9
TcCLB.510877.60	578	62	5	4
TcCLB.510877.70	45	66	1	5
TcCLB.510877.80	572	57	1	2
TcCLB.510877.90	732	61	5	5
TcCLB.510879.10	85	22	1	1
TcCLB.510879.100	27	66	1	2
TcCLB.510879.110	123	82	14	4
TcCLB.510879.120	122	87	55	8
TcCLB.510879.140	82	61	1	2
TcCLB.510879.150	111	72	2	2
TcCLB.510879.160	436	61	2	5
TcCLB.510879.170	110	49	1	2
TcCLB.510879.180	325	56	1	3
TcCLB.510879.190	1128	63	3	4
TcCLB.510879.20	106	90	42	8
TcCLB.510879.200	564	58	3	4
TcCLB.510879.210	390	51	1	2
TcCLB.510879.220	212	61	1	2
TcCLB.510879.30	440	17	3	3
TcCLB.510879.40	1520	47	7	12
TcCLB.510879.50	1040	66	2	23
TcCLB.510879.60	171	57	1	4
TcCLB.510879.70	97	67	2	1
TcCLB.510879.80	396	61	2	8
TcCLB.510879.90	112	60	2	3
TcCLB.510911.10	160	62	3	1
TcCLB.510911.14	366	40	1	2
TcCLB.510911.20	109	54	1	2
TcCLB.510911.30	29	57	1	1
TcCLB.510911.40	48	32	1	2
TcCLB.510911.45	70	66	1	1
TcCLB.510911.50	214	58	2	4
TcCLB.510939.20	6	56	9	4
TcCLB.510939.25	1524	56	2	11
TcCLB.510939.30	306	46	1	1
TcCLB.510953.10	431	52	1	3
TcCLB.510953.30	268	61	4	2
TcCLB.510953.40	247	67	2	18
TcCLB.510955.10	59	72	2	2
TcCLB.510955.20	673	16	3	2
TcCLB.510955.30	215	61	2	3
TcCLB.510955.40	332	58	10	9
TcCLB.510955.50	23	67	2	1
TcCLB.510959.30	353	47	1	5
TcCLB.510961.10	363	69	11	8
TcCLB.510961.30	376	63	21	9
TcCLB.510963.20	37	54	1	1
TcCLB.510963.30	146	68	2	3
TcCLB.510963.39	8	72	2	2
TcCLB.510963.50	157	56	1	2
TcCLB.510963.60	79	66	2	2
TcCLB.510963.70	15	56	1	1
TcCLB.510963.80	36	46	1	1
TcCLB.510963.90	68	63	1	2
TcCLB.510971.10	723	48	1	4
TcCLB.510971.30	1275	38	3	1
TcCLB.510971.60	83	61	1	2
TcCLB.510989.10	941	50	1	5
TcCLB.510989.20	638	56	1	14
TcCLB.510989.30	49	47	16	5
TcCLB.510989.40	113	66	2	3
TcCLB.510989.50	36	56	1	3
TcCLB.510989.60	568	61	1	3
TcCLB.510989.69	1719	59	3	12
TcCLB.510997.10	354	61	1	3
TcCLB.510997.20	218	42	2	2
TcCLB.510997.30	34	44	1	1
TcCLB.510997.40	157	46	2	4
TcCLB.510997.50	479	48	1	17
TcCLB.510999.10	1726	61	1	9
TcCLB.510999.19	982	58	2	4
TcCLB.511001.100	229	68	3	2
TcCLB.511001.110	386	51	1	3
TcCLB.511001.120	277	78	35	18
TcCLB.511001.130	492	57	2	3
TcCLB.511001.140	70	56	10	2
TcCLB.511001.150	422	51	1	4
TcCLB.511001.160	259	48	2	5
TcCLB.511001.170	243	29	1	3
TcCLB.511001.18	90	67	13	6
